,integration.infrastructure.ConfigurationHelpers,integration.infrastructure.ConfigurationManager,integration.models.mrp.CatalogItem,integration.models.mrp.DeliveryAddress,integration.models.mrp.Order,integration.models.mrp.PhoneInfo,integration.models.mrp.Quote,integration.models.mrp.QuoteItemInfo,integration.models.mrp.ShipmentEventInfo,integration.models.mrp.ShipmentRecord,integration.models.website.OrderItem,integration.models.website.OrderMessage,integration.models.website.ProductItem,integration.models.website.ProductMessage,integration.models.QueueResponse,integration.scheduled.CreateOrderProcessTask,integration.scheduled.UpdateProductProcessTask,integration.services.MrpConnectService,integration.services.QueueFactory,integration.services.QueueService,integration.Constants,integration.Main,smpl.ordering.controllers.CatalogController,smpl.ordering.controllers.CatalogControllerTest,smpl.ordering.controllers.DealerController,smpl.ordering.controllers.DealerControllerTest,smpl.ordering.controllers.OrderController,smpl.ordering.controllers.OrderControllerTest,smpl.ordering.controllers.PingController,smpl.ordering.controllers.QuoteController,smpl.ordering.controllers.QuoteControllerTest,smpl.ordering.controllers.ShipmentController,smpl.ordering.controllers.ShipmentControllerTest,smpl.ordering.models.CatalogItem,smpl.ordering.models.DealerInfo,smpl.ordering.models.Delivery,smpl.ordering.models.DeliveryAddress,smpl.ordering.models.Order,smpl.ordering.models.OrderEventInfo,smpl.ordering.models.OrderStatus,smpl.ordering.models.OrderUpdateInfo,smpl.ordering.models.PhoneInfo,smpl.ordering.models.Quote,smpl.ordering.models.QuoteItemInfo,smpl.ordering.models.ShipmentEventInfo,smpl.ordering.models.ShipmentRecord,smpl.ordering.repositories.mock.test.MockCatalogItemsRepositoryTest,smpl.ordering.repositories.mock.test.MockDealersRepositoryTest,smpl.ordering.repositories.mock.test.MockOrderRepositoryTest,smpl.ordering.repositories.mock.test.MockQuoteRepositoryTest,smpl.ordering.repositories.mock.test.MockShipmentRepositoryTest,smpl.ordering.repositories.mock.MockCatalogItemsRepository,smpl.ordering.repositories.mock.MockDealersRepository,smpl.ordering.repositories.mock.MockOrderRepository,smpl.ordering.repositories.mock.MockQuoteRepository,smpl.ordering.repositories.mock.MockShipmentRepository,smpl.ordering.repositories.mongodb.models.CatalogItem,smpl.ordering.repositories.mongodb.models.Dealer,smpl.ordering.repositories.mongodb.models.OrderDetails,smpl.ordering.repositories.mongodb.models.QuoteDetails,smpl.ordering.repositories.mongodb.models.ShipmentDetails,smpl.ordering.repositories.mongodb.test.IntegrationTests,smpl.ordering.repositories.mongodb.test.MongoCatalogItemsRepositoryTest,smpl.ordering.repositories.mongodb.test.MongoDealersRepositoryTest,smpl.ordering.repositories.mongodb.test.MongoOrderRepositoryTest,smpl.ordering.repositories.mongodb.test.MongoQuoteRepositoryTest,smpl.ordering.repositories.mongodb.test.MongoShipmentRepositoryTest,smpl.ordering.repositories.mongodb.MongoCatalogItemsRepository,smpl.ordering.repositories.mongodb.MongoDealersRepository,smpl.ordering.repositories.mongodb.MongoOperationsWithRetry,smpl.ordering.repositories.mongodb.MongoOrderRepository,smpl.ordering.repositories.mongodb.MongoQuoteRepository,smpl.ordering.repositories.mongodb.MongoShipmentRepository,smpl.ordering.repositories.CatalogItemsRepository,smpl.ordering.repositories.CatalogItemsRepositoryTest,smpl.ordering.repositories.DealersRepository,smpl.ordering.repositories.DealersRepositoryTest,smpl.ordering.repositories.OrderRepository,smpl.ordering.repositories.OrderRepositoryTest,smpl.ordering.repositories.QuoteRepository,smpl.ordering.repositories.QuoteRepositoryTest,smpl.ordering.repositories.RepositoryFactory$Repositories,smpl.ordering.repositories.RepositoryFactory,smpl.ordering.repositories.ShipmentRepository,smpl.ordering.repositories.ShipmentRepositoryTest,smpl.ordering.AppInsightsFilter,smpl.ordering.BadRequestException,smpl.ordering.ConfigurationRule,smpl.ordering.ConflictingRequestException,smpl.ordering.MongoDBProperties,smpl.ordering.OrderingConfiguration,smpl.ordering.OrderingInitializer,smpl.ordering.OrderingServiceProperties,smpl.ordering.PostgresqlProperties,smpl.ordering.PropertyHelper,smpl.ordering.SimpleCORSFilter,smpl.ordering.TestOrderingConfiguration,smpl.ordering.TestPath,smpl.ordering.Utility,smpl.ordering.UtilityTest
1343,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,12,16,16,16,16,16,16,16,16,16,16,16,16,16,19,16,10,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1344,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,16,16,16
1345,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,2,2,2,2,2,2,2,2,9,9,9
1346,9,9,9,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,9,9,9,9,9,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,16,16,16,16,2
1347,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,9,9,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1348,16,16,16,16,16,16,16,16,16,2,2,2,16,16,16,16,2,2,2,2,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,9,9,9,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16
1349,16,16,16,16,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,5,5,5,5,5,5,5,5,5,5,5,5,13,5,5,5,5,12,9,9,16,16,9,9,9,16,16,16,16,16,16,16,16,16,16,16,2,2,2,2,2,2,2,2,2,2,16,9,9,9,9,9,9,9,9,9,14,14,14,14,14,14,14,14,14,14,14,16,16,16
1350,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,20,20,20,20,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,16,16,16,16,16,16,16,16,16,16,16,16,16
1351,16,16,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,7,7,7,7,7,7,9,9,5,7,7,7,7,7,16,16,16,16,16,16,16,16,3,6,16,16,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,12,7,7,7,7,7,7,7,7,7,18,18,18,18,18,9,9,9,9
1352,9,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8,16,20,20,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2,2,2,2,2,2,2,2,16,16,16,16,16,2,16,16,17,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,11,11,9,9,9,9,9
1353,9,9,9,5,5,5,5,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2,2,2,2,2,2,2,5,5,5,5,5,16,16,16,16,16,16,16,16,16,16,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,16,16,16,16,16,16,16,2,2,2,14,2,2
1354,2,2,2,9,9,9,9,9,9,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,16,3,16,16,16,16,4,4,4,4,4,4,4,4,4,4,4,4,16,16,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,16,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1355,5,5,5,5,2,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,16,16,16,2,16,16,16,16,16,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,9,9,9,9,9,9
1356,9,9,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,9,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1357,16,16,16,16,16,16,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,16,16,16,16,16,16,16,16,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,16,16,16,16,16,16,16,16,9,9,9,9,9,16,16,16,16,16
1358,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,9,9,16,16,16,16,16,16,16,16,16,16,16,16,16,9,5,5,20,20,20,20,20,20,20,20,9,9,9,16,16,16,16,16,16,16,16,16,16,16,16,9,11,11,11,5,5,5,5,5,5,5,5,16,16,16,16,16,16,16,16,16,16,16,16,4,4,4,4,4,4,4,4,4,4,4,4,4
1359,4,9,9,9,16,16,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,9,9,16,16,16,16,5,5,5,5,5,14,5,15,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,1,1,5,5,10,10,10,10,10,10,14,14,14,14,2,2,2,2,2,2,5
1360,5,5,5,14,7,5,7,16,7,7,16,16,16,16,16,16,16,16,16,20,20,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,9,20,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,14,14,14,14
1361,14,14,14,14,14,14,14,14,14,2,2,8,8,8,8,8,8,11,11,11,11,11,11,9,9,9,9,9,9,9,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,10,10,7,7,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,16,16,7,7,7,7,7
1362,3,3,3,3,9,9,9,9,9,9,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,12,12,12,12,16,9,9,9,9,9,9,9,9,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,9,9,9,9
1363,9,9,9,9,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,7,2,2,2,2,16,16,16,16,8,16,16,1,16,16,16,16,16,16,10,10,10,10,10,10,10,16,5,3,18,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,9,9,9,9,9,9,9,9,9,9
1364,9,9,9,9,9,20,20,16,16,16,16,16,13,16,16,16,16,16,16,16,16,16,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,5,5,16,16,16,16,16,16,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,18,7,7,7,7,2,2,2,4,4
1365,4,16,16,16,16,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,12,12,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1366,2,2,2,2,2,2,2,2,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,16,16,16,16,16,16,1,1,1,1,1,1,1,2,2,2
1367,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,5,5,2,2,2,2,2,2,2,2,2,2,2,2,16,9,9,9,9,9,9,9,9,9,11,11,11,11,12,12,12,12,12,12,12,2,9,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8
1368,8,8,8,8,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,8,8,8,8,20,8,8,9,9,9,9,9,9,9,9,9,2,2,2,2,9,16,16,16,16,16
1369,16,16,16,16,16,16,16,16,16,16,16,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,2,2,2,2,2,16,16,16,16,12,12,12,12,12,12,12,12,18,18,18,18,18,18,18,18,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7,7,7,7
1370,7,7,7,16,7,5,18,5,5,5,5,5,5,5,5,5,9,5,5,5,10,10,10,4,3,3,16,16,16,16,16,16,16,16,2,2,8,8,8,8,2,2,2,2,2,2,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9
1371,5,5,5,5,5,5,16,5,5,5,5,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,20,20,20,2,20,20,20,12,5,5,5,5,5,5,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,7,7,7,7,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,16
1372,16,16,16,16,16,13,13,13,8,8,8,8,8,13,13,13,18,18,18,18,16,16,16,16,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,18,7,18,18,18,18,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,16,16,16,14,16
1373,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,5,5,8,20,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,8,8,8,8,8,2,2,2,2,2,2,2,2,2,4,4,4,4,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1374,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,7,7,7,1,19,20,20,20,8,8,8,8,16,16,16,2,2,12,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,16,16,16,8,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11
1375,11,11,11,11,11,11,11,11,11,2,2,2,2,2,2,2,2,16,16,16,16,16,16,9,9,16,16,16,16,16,16,16,16,16,16,16,16,7,2,2,2,2,2,2,2,2,2,2,8,8,2,2,17,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,9,16,16,16,9,9,9,9,9,9,9,9,9,9,7,2,2,2,2,2,2,2
1376,2,2,2,2,2,2,11,11,16,16,16,16,16,5,5,5,5,5,5,5,5,10,5,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,12,16,16,9,9,9,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,16,16,16,16,16,16,16,16,16,16,20,20,20,20,15,20,20,20,9,9,9,9,9,9,9,9,9,16,16,16,2,2,8,9,9,9,9
1377,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,9,18,18,8,8,8,8,8,8,16,16,16,16,16,16,16,16,11,11,11,11,2,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,2,2,2,2,2,5,5,5,9,8,9,9,9,9,9
1378,9,9,9,9,9,9,9,9,9,9,9,20,20,14,14,14,14,14,14,14,14,11,11,11,11,11,11,11,16,11,11,11,11,11,11,11,11,11,11,11,11,11,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,11,13,13,13,13,13
1379,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,18,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,11,11,5,8,8,8,8,8,8,8,8,8,8
1380,8,8,8,2,2,2,2,2,2,18,18,18,18,18,18,18,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,9,9,9,9,5,5,5,1,2,2,2,2,2,2,2,19,16,16,16,16,15,15,4,4,11,11,11,11,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,17,17,16,16,16,16,16,16,16,16,16,16
1381,16,16,16,16,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,18,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2,2,2,2,2,2,2,2,2,2,16,16,11,11,11,11,11,11,11,11,11,11,11,15,15,15,15,15,15,15,15,15,15,15,11,11,11,11,11,11,18,18,18,18,18,18,5,5,5,5,5,5,9,9,9,18,18,18,18
1382,11,11,16,11,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2,2,2,1,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,16,16,16,16,16,16,16,16
1383,16,16,16,16,16,16,16,2,2,8,8,8,8,8,8,8,8,8,8,8,13,8,8,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,3,12,12,11,5,5,5,5,5,16,16,16,16,16,16,16,20,16,16,2,2,2,2,2,18,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1384,2,2,2,2,2,6,6,6,16,16,16,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,5,5,5,5,20,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,11,11,2,2,2,11,11,11,11,11,11,16,14,16,16,16,16,16,16,16,16,16,16,16,9,9,9,2,2,5,5,5,5,13,5,5,17,17,17,17,17,17
1385,17,17,12,15,15,15,15,15,15,15,15,15,15,1,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,11,11,11,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,10,6,6,6,6,6,6,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1386,2,2,2,2,2,2,2,2,16,16,16,16,16,16,20,20,20,20,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,16,16,16,16,16,16,16,16,16,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,12,16,16,16,2,2,2,2,2,2,2,2,2,2,2,5
1387,9,9,9,9,5,5,5,5,5,5,5,5,5,5,13,16,16,16,16,16,11,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,2,2,19,2,2,16,16,16,5,5,5,5,5,5,5,5,9,5,5,5,5,5,16,16,16,8,8,8,8,8,8,8,8,16,16,16,16,16,16,16,16,16,16,5,14,14,5,5,5,2,2,13,2,16,17,17,17
1388,16,5,5,16,16,16,16,16,16,5,6,6,6,6,6,2,2,2,2,2,2,2,2,2,6,2,5,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,16,16,16,16,16,16,11,11,11,11,2,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,5,5,5,5,1,5,5,5,5,5,5,5,5
1389,6,3,3,3,3,6,6,6,6,6,1,6,6,20,2,2,2,5,5,5,5,5,5,5,11,16,16,16,1,16,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,16,16,16,14,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,9,17,17,17,5,5,6,6,6,17,6,3,3,6,6,6,3,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,7
1390,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,7,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,20,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7
1391,7,7,7,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,18,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,5,5,5,5,5,5,5,5,5,5,5,5,5,16,16,16,16,16,16,16,16,16,16,16,16,16
1392,16,16,7,7,7,7,7,7,7,7,7,7,7,7,7,16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7,7,7,7,2,2,2,7,9,9,9,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,5,17,17,17,17
1393,17,17,17,17,17,17,17,17,13,13,13,4,4,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,7,7,7,2,7,14,14,7,9,9,9,9,9,9,9,9,9,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14
1394,14,14,14,14,14,14,14,14,14,14,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,7,17,17,17,17,17,17,17,17,17,17,17,17,7,7,7,7,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,16,16,16,16,16,16,16,16,16,16,11,11,11,6,6,6,6,6,6,11,11,11,11,11
1395,11,11,17,17,17,17,17,17,17,17,17,17,17,17,1,1,1,1,1,1,1,1,1,1,16,16,16,16,16,16,16,16,16,16,16,16,8,16,5,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,10,18,18,5,5,15,5,5,5,5,5,5,5,5,5,5
1396,5,5,5,5,5,5,5,5,5,5,5,16,16,16,16,16,16,11,11,11,11,11,16,11,11,11,16,16,16,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,17,17,17,17,16,16,17,17,17,9,9,9,9,5,5,5,5,5,16,16,16,16,16,16,5,5,5,5,5,5,5,5,5,5,5,18,18,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,16
1397,16,16,16,16,16,16,11,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,12,16,16,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,17,17,17,8,8,8,5,5,5,5,5,5,5,5,12,15,15,15,15,15,15,20,20
1398,20,20,20,20,20,20,20,20,6,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,5,5,5,5,5,5,5,5,16,16,16,16,1,16,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,5,5,5,20,5,5,5,5,5,7,7,7,7,16,16,16,16,16,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1399,1,18,1,1,1,1,1,1,1,16,16,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,7,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,2,2,2,2,2,2,16,16,16,16,16,16,16,1,1,8,8,8,8,8,8,8,8,13,8,13,13,12,12,12,12,12,8
1400,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,15,15,15,15,15,15,15,15,15,15,15,17,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,5,5,5,5,5,5,5,16,16,16,16,16,16,16,16,16,16,1,1,1,3,3,13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
