,integration.infrastructure.ConfigurationHelpers,integration.infrastructure.ConfigurationManager,integration.models.mrp.CatalogItem,integration.models.mrp.DeliveryAddress,integration.models.mrp.Order,integration.models.mrp.PhoneInfo,integration.models.mrp.Quote,integration.models.mrp.QuoteItemInfo,integration.models.mrp.ShipmentEventInfo,integration.models.mrp.ShipmentRecord,integration.models.website.OrderItem,integration.models.website.OrderMessage,integration.models.website.ProductItem,integration.models.website.ProductMessage,integration.models.QueueResponse,integration.scheduled.CreateOrderProcessTask,integration.scheduled.UpdateProductProcessTask,integration.services.MrpConnectService,integration.services.QueueFactory,integration.services.QueueService,integration.Constants,integration.Main,smpl.ordering.controllers.CatalogController,smpl.ordering.controllers.CatalogControllerTest,smpl.ordering.controllers.DealerController,smpl.ordering.controllers.DealerControllerTest,smpl.ordering.controllers.OrderController,smpl.ordering.controllers.OrderControllerTest,smpl.ordering.controllers.PingController,smpl.ordering.controllers.QuoteController,smpl.ordering.controllers.QuoteControllerTest,smpl.ordering.controllers.ShipmentController,smpl.ordering.controllers.ShipmentControllerTest,smpl.ordering.models.CatalogItem,smpl.ordering.models.DealerInfo,smpl.ordering.models.Delivery,smpl.ordering.models.DeliveryAddress,smpl.ordering.models.Order,smpl.ordering.models.OrderEventInfo,smpl.ordering.models.OrderStatus,smpl.ordering.models.OrderUpdateInfo,smpl.ordering.models.PhoneInfo,smpl.ordering.models.Quote,smpl.ordering.models.QuoteItemInfo,smpl.ordering.models.ShipmentEventInfo,smpl.ordering.models.ShipmentRecord,smpl.ordering.repositories.mock.test.MockCatalogItemsRepositoryTest,smpl.ordering.repositories.mock.test.MockDealersRepositoryTest,smpl.ordering.repositories.mock.test.MockOrderRepositoryTest,smpl.ordering.repositories.mock.test.MockQuoteRepositoryTest,smpl.ordering.repositories.mock.test.MockShipmentRepositoryTest,smpl.ordering.repositories.mock.MockCatalogItemsRepository,smpl.ordering.repositories.mock.MockDealersRepository,smpl.ordering.repositories.mock.MockOrderRepository,smpl.ordering.repositories.mock.MockQuoteRepository,smpl.ordering.repositories.mock.MockShipmentRepository,smpl.ordering.repositories.mongodb.models.CatalogItem,smpl.ordering.repositories.mongodb.models.Dealer,smpl.ordering.repositories.mongodb.models.OrderDetails,smpl.ordering.repositories.mongodb.models.QuoteDetails,smpl.ordering.repositories.mongodb.models.ShipmentDetails,smpl.ordering.repositories.mongodb.test.IntegrationTests,smpl.ordering.repositories.mongodb.test.MongoCatalogItemsRepositoryTest,smpl.ordering.repositories.mongodb.test.MongoDealersRepositoryTest,smpl.ordering.repositories.mongodb.test.MongoOrderRepositoryTest,smpl.ordering.repositories.mongodb.test.MongoQuoteRepositoryTest,smpl.ordering.repositories.mongodb.test.MongoShipmentRepositoryTest,smpl.ordering.repositories.mongodb.MongoCatalogItemsRepository,smpl.ordering.repositories.mongodb.MongoDealersRepository,smpl.ordering.repositories.mongodb.MongoOperationsWithRetry,smpl.ordering.repositories.mongodb.MongoOrderRepository,smpl.ordering.repositories.mongodb.MongoQuoteRepository,smpl.ordering.repositories.mongodb.MongoShipmentRepository,smpl.ordering.repositories.CatalogItemsRepository,smpl.ordering.repositories.CatalogItemsRepositoryTest,smpl.ordering.repositories.DealersRepository,smpl.ordering.repositories.DealersRepositoryTest,smpl.ordering.repositories.OrderRepository,smpl.ordering.repositories.OrderRepositoryTest,smpl.ordering.repositories.QuoteRepository,smpl.ordering.repositories.QuoteRepositoryTest,smpl.ordering.repositories.RepositoryFactory$Repositories,smpl.ordering.repositories.RepositoryFactory,smpl.ordering.repositories.ShipmentRepository,smpl.ordering.repositories.ShipmentRepositoryTest,smpl.ordering.AppInsightsFilter,smpl.ordering.BadRequestException,smpl.ordering.ConfigurationRule,smpl.ordering.ConflictingRequestException,smpl.ordering.MongoDBProperties,smpl.ordering.OrderingConfiguration,smpl.ordering.OrderingInitializer,smpl.ordering.OrderingServiceProperties,smpl.ordering.PostgresqlProperties,smpl.ordering.PropertyHelper,smpl.ordering.SimpleCORSFilter,smpl.ordering.TestOrderingConfiguration,smpl.ordering.TestPath,smpl.ordering.Utility,smpl.ordering.UtilityTest
0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,18,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13
2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,8,8,8,8,8,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,2,2,2,2,2,2,2,2,2,12,12,12
3,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,13,13,13,13,2,17,2,2,2
4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,8,2,2,9,9,9,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,14,14,14
6,14,14,14,14,14,14,14,14,14,2,2,13,13,13,13,13,13,13,13,13,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,13,13,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,13,13,13,13,13,13
8,13,13,13,13,13,13,13,13,13,13,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,2,2,2,2,2
9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,9,9,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,5,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,14,9,9,9,2,2,2,2,2,2,17,17,17,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,8,9,9,9,9,9,9,12,12,12,12
11,12,12,12,17,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,2,2,13,13,13,13,13,2,2,2,2,2,2,2,2,2,9,9,2,2,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
12,2,2,2,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10
13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,13,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9
14,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,18,18,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,8,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,2,2,2,2,2,12,2
15,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,5,9,2,2,2,2,2,2,2,2,2,2,2,2,17,12,12,12,12,12,12
16,12,12,12,12,12,12,12,12,12,9,18,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,9,9,14,9,9,9,9,9,9,9,9,10,10
17,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,20,13,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10
19,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,14,14,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,17,18,18,18,18,18,18,18,18,18,9,9,9,9,9,9,9,9,9
20,9,2,9,9,9,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9
21,9,9,9,9,9,6,9,9,9,9,9,9,9,9,17,17,17,17,20,17,17,17,17,17,17,17,17,17,17,17,17,18,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,12,17,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,17,17,17,17,14,10,10,10,10,10,10,10,10,10,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10
23,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,17,17,17,17,13,13,13,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
24,2,19,2,2,2,2,2,10,12,12,12,12,12,2,2,9,9,9,9,9,9,9,17,9,9,9,9,9,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,10,10,18,18,18,18,18,18,18,18,18,13,13,13,13,13,13,1,13,13,13,13,13,13,13,13,13,13,11,13,13,13,10,10,10
25,10,10,10,10,13,13,13,10,10,10,10,10,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
26,2,2,2,2,2,2,10,15,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,7,7,2,7,7,2,2,2,2,2,2,2,2,2,2,2,13,13,13,3,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2
27,2,8,8,8,8,8,1,8,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,9,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,12,17,17,17
28,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,12,17,17,17,17,17,17,17,17,17,17,17,8,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
29,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,6,17,17,17,17,17,17,16,17,9,9,9,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2,9,17,17,17,17,17,17,17,17,17,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,13,13,13,13,13,13,13
30,13,13,13,13,13,13,4,13,13,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
31,17,17,17,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,9,2,2,2,2,2,5,5,5,5,5,19,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,13,5,5,5,5,17,17,17,17,17,17,17,17,17,17,17,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,13,13,13,13,13,13,13,13
32,13,13,13,5,5,5,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,11,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,17,17,13,13,13
33,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17
34,17,17,17,17,17,17,17,17,17,17,17,17,17,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,17,17,8,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,12,12,12,12,12,12,12,12,12,12,7,12,12,9,9,9,9,9,9,9,9
35,9,7,7,7,7,7,8,8,8,14,14,14,14,14,14,14,14,9,9,9,9,9,9,2,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,6,7,13,13,13,13,13,13,13,13,13,13,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,9,9,9,9,9,9,9,9,9,9,9,9,12,12,17,17,17,17,17,17,17,17,17,17,13,13,13,13,13,13,13,13,13,13
36,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,17,17,17,17,17,17,17,17,17,17,17,17,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13
37,13,10,10,10,10,9,9,9,9,9,9,9,18,18,18,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,13,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,18,18,18,18,18,18,18,18,18,13,17,17,17,17,2,2,2,2,17,17,17,17,17
38,17,17,17,17,17,13,13,17,17,17,17,17,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,13
39,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,13,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,18,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,8,8,8,8,13,13,13,4
40,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,9,9,9,9
41,9,9,9,9,9,9,9,9,18,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8
42,8,8,8,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,13,13,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
43,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,13,13,17,17,17,17,17,17,17,17
44,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,13,13,13,13,13,13,13,18,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,18,18,18,18,18,18,18,18,18,7,18,13,13,19,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,9,13,13
45,13,13,13,13,13,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,18,18,18,18,18,1,1,1,1,9,6,6,9,9,9,9,9,9,9,9,9,9,9,9,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
46,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,17,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,17,17,17,17,17,17,17,17,17,17,7,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
47,17,9,17,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,12,9,5,5,5,5,5,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,9,17
48,17,17,17,18,18,18,9,9,9,9,9,9,17,17,17,17,17,17,17,17,17,17,17,17,17,17,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,17,17,17,17,17,3,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
49,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13,13,13,13,13,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,5,5,9,9,9,9,9,9,9,9,9,5,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9
50,9,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,1,18,18,18,18,18,18,18,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12,12,18,18,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,17,17,17,17
51,5,17,17,17,17,17,17,17,17,17,17,17,11,11,11,11,11,11,11,11,11,11,11,1,1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,13,13,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
52,18,18,18,18,18,18,18,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,9,9,9,9,9,11,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,4,4,4,4,4,18,18,18,18,18,18,18,18,1,1,1,1,1,1,1,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,3
53,18,18,18,18,18,5,5,5,5,5,5,5,5,5,5,17,5,5,5,5,12,18,18,18,18,18,18,18,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,5,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,2,2,2
54,2,2,2,2,6,6,6,6,18,18,18,18,18,18,18,18,12,18,18,14,18,18,18,18,18,18,18,17,9,9,9,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,17,13,13,13,13,10,10,8,10,10,10,10,10,10,10,10,10,10,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,13,13,13,13,13,13,13,13,18,3,18,9,15,9,9,9
55,9,9,9,9,9,18,18,18,18,18,4,4,4,11,11,11,11,11,11,11,11,4,4,4,4,17,9,9,9,6,6,6,6,6,9,9,9,9,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,9,9,9,9,9,9,9,18,18,18,18,18,5
56,18,8,8,8,8,8,18,18,18,18,18,18,18,18,18,18,18,18,18,14,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,11,11,11,9,9,9,9,9,2,2,2,2,2,2,2,2,2,18,4,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
57,18,18,18,18,18,18,18,18,18,11,11,11,11,11,11,11,11,11,11,11,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,11,11,11,11,11,11,11,7,7,7,7,1,1,1,1,1,18,18,18,18,18,18,18,18,18,18,18,18,15,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18
58,18,18,3,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,13,17,17,17,17,17,13,13,13,13,13,13,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,11,11,11,8,8,8,8,8,2,1,1
